Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX052,La Quemana,La Quemana,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.866,-103.996,,Volcan Tequila,Western TMVB,Medium,Obsidian,"""La Quemada obsidian is found 10 km northwest of Magdalena, Jalisco, Mexico. The obsidian is opaque dark green, and of a medium quality (Glascock et al. 2010). ""","""Limited mining of La Quemada obsidian is possible at the source (Glascock et al. 2010).""","""Literature suggests an alternate name for this source includes La Quemada (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX053,Llano Grande,Llano Grande,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.906,-104.169,,Volcan Tequila,Western TMVB,High,Obsidian,"""Llano Grande obsidian outcrops are located deep in the mountains northeast of Etzlan Lake valley, Jalisco, Mexico.The obsidian from this source comes in a multitude of colours: blue, yellow, red, dark green, gray, black, brown gray, etc. Many of the nodules are a mixture of up to three colours' (Glascock et al. 2010).""","""The variety of colours and the excellent fracturing quality made the obsidian from this source very popular during the Formative and Classic periods' (Glascock et al. 2010).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX054,Navajas,Navajas 1 2 and Group General,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.504,-103.614,,Volcan Primavera,Western TMVB,High,Obsidian,,"""The Navajas source area is quite extensive. There are numerous depressions and pits that clearly indicate ancient mining activity. The largest prehistoric quarry located to date (30m in diameter and 6m deep) is here. An estimated 2000 cubic meters of artefact-quality obsidian could have been extracted from this single pit. Several mining tunnels were also identified with depths ranging up to 8m. Hammerstones are found with high frequency. On the highest hill, overlooking the valley floor and lower hills where the obsidian was mined, is the location of the Navajas ceremonial precinct consisting of a series of structures dating to the late Formative and early Classic periods (El Arenal and Ahualulco phases, 350 BC to AD 450). A number of small Post-Classic complexes dot the entire region. Obsidian from Navajas is of high quality and it was employed for a wide range of artefacts, including some use in the late Formative for jewelry making' (Glascock et al. 2010).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX055,Osotero,Osotero,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.813,-104.186,,Volcan Tequila,Western TMVB,Medium,Obsidian,"""The Osotero outcrop features heavily eroded nodules near San Marcos, Jalisco, Mexico. Obsidian is a red or brown color, and of a medium quality (Glascock et al. 2010).""",,"""Literature suggests an alternate name for this source includes San Sebastian Oeste (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX056,San Isidro,San Isidro,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.628,-103.647,,Volcan Primavera,Western TMVB,High,Obsidian,"""San Isidro obsidian can be found in the Primavera Forest Reserve, in Jalisco, Mexico. The obsidian varies from black, dark green, to red, and may contain white phenocrysts. The dome where the high quality outcrops lie has been heavily mined prehistorically (Glascock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX057,San Juan de los Arcos,San Juan de los Arcos,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.562,-103.679,,Volcan Primavera,Western TMVB,High,Obsidian,,"""'The source area known as San Juan de los Arcos was heavily mined during pre-Hispanic times. More than 250 mines were located with evidence of many more existing as subterranean. Massive exploitation of the high quality glass from this source is apparent. Evidence for workshops on the site is widespread with numerous basalt hammerstones and piles of waste from tool production scattered over a wide area. The source is also unique in that it was apparently used to produce large quantities of microblades, as well as extremely thin flakes used for the manufacture, by a unique technique, of the obsidian jewelry characteristic of the late Formative western Mexico' (Glascock et al. 2010).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Millhauser, John K., Enrique Rodríguez-Alegría, and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan, Mexico. Journal of Archaeological Science 38: 3141-3152.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX058,San Juanito de Escobedo,San Juanito de Escobedo,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.738,-104.007,,Volcan Tequila,Western TMVB,Poor,Obsidian,"""San Juanito de Escobedo obsidian can be found near the pueblo of San Juanito de Escobedo, Jalisco, Mexico. The glass from this source is a poor quality and was not used historically (Glascock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX059,Santa Teresa,Santa Teresa,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.832,-103.902,,Volcan Tequila,Western TMVB,High,Obsidian,"""Obsidian from Santa Teresa is high quality and grey in color. 'Evidence of mining this source area is extensive during the Formative, Classic and Post-Classic periods' (Glascock et al. 2010).""",,"""Literature suggests alternate names for this source include Huitzilapa Lupita and La Minita (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX060,Tequila,Tequila,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.795,-103.834,,Volcan Tequila,Western TMVB,Poor,Obsidian,"""Tequila obsidian is located 5 km west of Tequila, Jalisco, Mexico. The glass is brittle and contains high quantities of white phenocrysts (Glascock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Jalisco,G-MEX061,Teuchitlan,Teuchitlan,,10,10,,Active,Convergent,Continental,Active Continental Margin,20.688,-103.805,,,Eastern TMVB,High,Obsidian,"""Teuchitlan obsidian is located 2 km east of La Mora, Jalisco, Mexico. The glass is high quality and black (Glascock et al. 2010).""","""Teuchitlan obsidian is '3km west of the monumental late Formative period precinct of the Guachimontones de Teuchitlán, where nearby extensive workshops using this source are located... Hammerstones, although not frequent, are found adjacent to the mines and pits' (Glascock et al. 2010).""","""Literature suggests an alternate name for this source includes La Mora (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,G-MEX062,Cerro Prieto,Cerro Prieto,,,,,Active,Convergent,Continental,Active Continental Margin,19.813,-101.659,LOCATION ONLY,Michoacán-Guanajuato Volcanic Field, ,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Darras, Véronique. 2008. Estrategias para la Produccion de Navajas de Obsidiana en la Region de Zacapa y la Vertiente del Lerma (Mihoacan, Mexico) Entre el Epiclasico y el Posclasico Tardio. Ancient Mesoamerica 19(2):243-264.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,G-MEX063,Cerro Varal,Cerro Varal 1 2 and Group General,,,,,Active,Convergent,Continental,Active Continental Margin,19.862,-101.768,,Michoacán-Guanajuato Volcanic Field,Central TMVB,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Robert J. Speakman, and Helen P. Pollard. 2005. Chapter Three: LA-ICP-MS as a Supplement to Abbreviated-INAA for Obsidian Artifacts from the Aztec-Tarascan Frontier. In Laser Abalation-ICP-MS in Archaeological Research, edited by Robert J. Speakman, and Hector Neff, pp. 28-38. University of New Mexico Press, Albuquerque.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,G-MEX065,Cerro Zinaparo,Cerro Zinaparo,,,,,Active,Convergent,Continental,Active Continental Margin,19.936,-101.804,LOCATION ONLY,Michoacán-Guanajuato Volcanic Field,,High,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Darras, Véronique. 2008. Estrategias para la Produccion de Navajas de Obsidiana en la Region de Zacapa y la Vertiente del Lerma (Mihoacan, Mexico) Entre el Epiclasico y el Posclasico Tardio. Ancient Mesoamerica 19(2):243-264.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,G-MEX066,Cruz Negra,Cruz Negra,,10,10,,Active,Convergent,Continental,Active Continental Margin,19.637,-100.717,,Los Azufres Region,,,Obsidian,"""Ucareo glass is a dense and opaque black, has a blue tint, and contains small phenocrysts that are only seen on thin edges. There are two subsources, Ucareo-1 and Ucareo-2, with Ucareo-2 the lesser exploited material (Doering 2002).""","""Obsidian from this source has been documented as far away as Belize, and the deposits have been heavily mined (Doering 2002).""","""Literature suggests an alternate name for this source includes Ucareo-2 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Darras, Véronique. 2008. Estrategias para la Produccion de Navajas de Obsidiana en la Region de Zacapa y la Vertiente del Lerma (Mihoacan, Mexico) Entre el Epiclasico y el Posclasico Tardio. Ancient Mesoamerica 19(2):243-264. ; Doering, Travis F. 2002. Obsidian Artifacts from San Andres, La Venta, Tabasco, Mexico, The Florida State University. ; Cobean, R. H. 2002. A World of Obsidian: The Mining and Trade of a Volcanic Glass in Ancient Mexico. Serie Arqeologia de Mexico.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,G-MEX067,Ucareo,Ucareo,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.841,-100.692,,Los Azufres Region,Eastern TMVB,,Obsidian,"""Ucareo glass is a dense and opaque black, has a blue tint, and contains small phenocrysts that are only seen on thin edges. There are two subsources, Ucareo-1 and Ucareo-2, with Ucareo-1 being the more common for tool making (Doering 2002).""","""Obsidian from this source has been documented as far away as Belize, and the deposits have been heavily mined (Doering 2002).""","""Literature suggests an alternate name for this source includes Ucareo-1 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Smith, Michael E., Adrian L. Burke, Timothy S. Hare, and Michael D. Glascock. 2007. Sources of Imported Obsidian at Postclassic Sites in the Yautepec Valley, Morelos: A Characterization Study Using XRF and INAA. Latin American Antiquity 18(4):429-450. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Doering, Travis F. 2002. Obsidian Artifacts from San Andres, La Venta, Tabasco, Mexico, The Florida State University. ; Carballo, David M., Jennifer Carballo, and Hector Neff. 2007. Formative and Classic Period Obsidian Procurement in Central Mexico: A Compositional Study Using Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry. Latin American Antiquity 18(1):27-43. ; Glascock, M.D.. 2002. Characterization of the obsidian sources in Northern Mesoamerica. In: Cobean, R. (Ed.), A World of Obsidian: the Mining and Trade of a Volcanic Glass in Ancient Mexico. Instituto Nacional de Antropología e Historia and University of Pittsburgh, Mexico, D.F. and Pittsburgh, 205-238. ; Millhauser, John K., Enrique Rodríguez-Alegría, and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan, Mexico. Journal of Archaeological Science 38: 3141-3152.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Michoacán,G-MEX068,Zinapecuaro,Zinapecuaro A-C and Group General,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.738,-100.838,,Los Azufres Region,Eastern TMVB,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Rivero-Torres, T. Calligaro, D. Tenorio, and M. Jimenez-Reyes. 2008. Characterization of Archaeological Obsidians from Lagartero, Chiapas Mexico. Journal of Archaeological Science 35:3168-3171. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Espino, Denisse Argote, Jesus Sole, Pedro Lopez Garcia, and Osvaldo Sterpone Canuto. 2010. Análisis Composicional de Seis Yacimientos de Obsidiana del Centro Obsidiana del Centro de México y su Clasificación con DBSCAN. Arquelogia 43:198-216. ; Glascock, M.D.. 2002. Characterization of the obsidian sources in Northern Mesoamerica. In: Cobean, R. (Ed.), A World of Obsidian: the Mining and Trade of a Volcanic Glass in Ancient Mexico. Instituto Nacional de Antropología e Historia and University of Pittsburgh, Mexico, D.F. and Pittsburgh, 205-238.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Nayarit,G-MEX069,Ixtlán del Río,Ixtlán del Río,,10,10,,Active,Convergent,Continental,Active Continental Margin,21.087,-104.348,,,Western TMVB,High,Obsidian,"""Obsidian from Ixtlán del Río is a dull grey and frequently exhibits streaking (Glascock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Nayarit,G-MEX070,San Leonel,San Leonel,,0,0,Stratovolcano,Active,Convergent,Continental,Active Continental Margin,21.343,-104.749,,Volcan Sanganguey,Western TMVB,Medium,Obsidian,"""The San Leonel source is located approximately 6 km west of San Leonel, Nayarit, Mexico. The obsidian is typically dark grey-black (Glassock et al. 2010).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Glascock, Michael D., Phil C. Weigand, Rodrigo Esparza López, Michael A. Ohnersorgen, Mauricio Garduño, Joseph B. Mountjoy, and J. Andrew Darling. 2010. Geochemical Characterisation of Obsidian in Western Mexico: the Sources in Jalisco, Nayarit, and Zacatecas. In Crossing the Straits: Prehistoric Obsidian Exploration in the Pacific RIm, pp. 201-217. BAR International Series 2152. Archeaopress, Publishers of British Archaeological Reports, Oxford. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Nayarit,G-MEX071,Volcan Las Navajas,Volcan Las Navajas,,0,0,Stratovolcano,Active,Convergent,Continental,Active Continental Margin,21.524,-104.717,,Volcan Sanganguey,Western TMVB,High,Obsidian,"""Volcan las Navajas obsidian is located 18 km east of Tepic, Nayarit, Mexico. Obsidian can be found in outcrops on the eastern edge of the caldera, and tend to be of high quality, opaque green glass (Glascock et al. 2010).""","""Evidence for mining of obsidian from Volcan Las Navajas during pre-Hispanic times is extensive, with large accumulations of waste material from tool production found throughout the area (Glascock et al. 2010).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Pierce, Daniel E. 2015. Visual and Geochemical Analysis of Obsidian Source Use at San Felipe Azatan, Mexico. Journal of Anthropological Archaeology 40:266-279. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Puebla,G-MEX073,Guadalupe Victoria,Guadalupe Victoria,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.614,-97.466,,,Eastern TMVB,Low,Obsidian,,"""Obsidian from Guadalupe Victoria is not considered tool-making material (Doering 2002).""",,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Ebert, C. E., M. Dennison, K. G. Hirth, Cs. B. Mcclure, and D. J. Kennett. 2015. Formative Period Obsidian Exchange Along the Pacific Coast of Mesoamerica. Archaeometry 57(1):54-73. ; Pool, Christopher A., Charles L. F. Knight, and Michael D. Glascock. 2014. Formative Obsidian Procurement at Tres Zapotes, Veracruz, Mexico: Implications for Olmec and Epi-Olmec Political Economy. Ancient Mesoamerica 25:271-293. ; Ferrari, Luca, Teresa Orozco-Esquivel, Vlad Manea, and Marine Manea. 2012. The Dynamic History of the Trans-Mexican Volcanic Belt and the Mexico Subduction Zone. Technophysics 522-523:122-149. ; Doering, Travis F. 2002. Obsidian Artifacts from San Andres, La Venta, Tabasco, Mexico, The Florida State University. ; Carballo, David M., Jennifer Carballo, and Hector Neff. 2007. Formative and Classic Period Obsidian Procurement in Central Mexico: A Compositional Study Using Laser Ablation-Inductively Coupled Plasma-Mass Spectrometry. Latin American Antiquity 18(1):27-43. ; Glascock, M.D.. 2002. Characterization of the obsidian sources in Northern Mesoamerica. In: Cobean, R. (Ed.), A World of Obsidian: the Mining and Trade of a Volcanic Glass in Ancient Mexico. Instituto Nacional de Antropología e Historia and University of Pittsburgh, Mexico, D.F. and Pittsburgh, 205-238. ; Millhauser, John K., Lane F. Fargher, Verenice Y. Heredia Espinoza, and Richard E. Blanton. 2015. The Geopolitics of Obsidian Supply in Postclassic Tlaxcallan: A Portable X-Ray Fluorescence Study. Journal of Archaeological Science 58:133-146.""",,,,,,,,,,,,,,,,,,,
