Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Erzurum,G-TKY040,Tambura,Tambura,,23-2.6,12.8,,Active,Convergent,Continental,Active Continental Margin,39.867,41.054,,,Eastern Pontides Belt,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Oddone, M., Z. Yegingil, G. Bigazzi, T. Ercan, and M. Özdogan. 1997. Chemical Characterizations of Anatolian Obsidians by Instrumental and Epithermal Neutron Activation Analysis. Journal of Radioanalytical and Nuclear Chemistry 221(1-2):27-38. ; Dilek, Yildirium, Nazimlmamcerdiyev, and Safak Altunkaynak. 2010. Geochemistry and Tectonics of Cenozoic Volcanism in the Lesser Caucasus (Azerbaijan) and the Peri-Arabian Region: Collision-Induced Mantle Dynamics and its Magmatic Fingerprint. International Geology Review 52(4-6):536-578. ; Eyuboglu, Yener, Sun-Lin Chung, M. Santosh, Francis O. Dudas, and Enver Akaryali. 2011. Transition from Shoshonitic to Adakitic Magmatism in the Eastern Pontides, NE Turkey: Implications for Slab Window Melting. Gondwana Research 19:413-429.""",,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Ankara,G-TKY059,Karacaören,Karacaören,,5.3,5.3,,Active,Convergent,Continental,Active Continental Margin,40.17,32.188,,,Eastern Pontides Belt,,Obsidian,,,,"""Rózsa, Péter, Éva Balázs, Erik Dobos, Péter Rózsa, József Simulák, and Sándor Szakáll. 2009. Mineralogical and Geochemical Study of Acidic Volcanic Glasses with Petrological and Volcanological Interpretation. Copies available from OTKA.""",,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Van,G-TKY063,Ziyaret,Ziyaret,,23-2.6,12.8,,Active,Convergent,Continental,Active Continental Margin,39.103,43.135,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Bressy, C., G. Poupeau, and K. A. Yener. 2005. Cultural Interactions During the Ubaid and Halaf Periods: Tell Kurdu (Amuq Valley, Turkey) Obsidian Sourcing. Journal of Archaeological Science 32:1560-1565. ; Dilek, Yildirium, Nazimlmamcerdiyev, and Safak Altunkaynak. 2010. Geochemistry and Tectonics of Cenozoic Volcanism in the Lesser Caucasus (Azerbaijan) and the Peri-Arabian Region: Collision-Induced Mantle Dynamics and its Magmatic Fingerprint. International Geology Review 52(4-6):536-578.""",,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Van,G-TKY064,Meydan Dag,Meydan Dag,,6-0,3,,Active,Convergent,Continental,Active Continental Margin,39.029,43.656,,Lake Van Volcanic Area,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Meydan Mountain (Oddone et al. 1997).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Boulanger, Matthew T., Richard S. Davis, and Michael D. Glascock. 2012. Preliminary Characterisation and Regional Comparison of the Dash-i-Nawur Obsidian Source Near Ghazni, Afghanistan. Journal of Archaeological Science 39:2320-2328. ; Oddone, M., Z. Yegingil, G. Bigazzi, T. Ercan, and M. Özdogan. 1997. Chemical Characterizations of Anatolian Obsidians by Instrumental and Epithermal Neutron Activation Analysis. Journal of Radioanalytical and Nuclear Chemistry 221(1-2):27-38. ; Innocenti, F., R. Mazzuoli, G. Pasquare, F. Radicati Di Brozolo, and L. Villari. 1976. Evolution of the Volcanism in the Area of Interaction Between the Arabian, Anatolian, and Iranian Plates (Lake Van, Eastern Turkey). Journal of Volcanology and Geothermal Research 1:103-112.""",,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Bayburt,G-TKY066,Ikizdere,Ikizdere,,5.3,5.3,,Active,Convergent,Continental,Active Continental Margin,40.467,40.326,,,Eastern Pontides Belt,,Obsidian,,,,"""Drápalová, Radka. 2010. Petrografická a Geochemická Charakteristika Zdroju Obsidiánu v Turecku, Masarykova Univerzita BRNE.""",,,,,,,,,,,,,,,,,,,
Eurasia,Mediterranean,Mediterranean,Turkey,Izmir,G-TKY067,Foḉa,Foḉa,,,,,Active,Convergent,Continental,Active Continental Margin,38.59,26.939,LOCATION ONLY,,,,Obsidian,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Afyonkarahisar,G-TKY068,Kutahya,Kutahya,,,,,Active,Convergent,Continental,Active Continental Margin,39.104,30.279,LOCATION ONLY,,,,Obsidian,,,,,,,,,,,,,,,,,,,,,,,
Eurasia,Persian Belt,Persian Belt,Turkey,Keyseri,G-TKY069,Ericyes Dagi,Ericyes Dagi,,0,0,Stratovolcano,Active,Convergent,Continental,Active Continental Margin,38.454,35.433,LOCATION ONLY,,,,Obsidian,,,,"""Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
Eurasia,Europe,Europe,UK,Northern Ireland,G-IRE001,Sandy Braes,Sandy Braes,,60,60,,Inactive,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,54.115,-6.079,,,,Poor,Obsidian,"""This obsidian is saturated with large phenocrysts and represent very poor tool quality material. It formed in the Tardree Rhyolite Complex of Antrim, which also includes the Giant's Causeway, and can be found near a vent at Sandy Braes in Northern Ireland (Brooks et al. 1981, Ganerød, et al. 2011).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Brooks, C. K., P. Henderson, and J. G. Ronsbo. 1981. Rare-earth Partition Between Allanite and Glass in the Obsidian of Sandy Braes, Northern Ireland. In Mineralogical Magazine, pp. 157-160. vol. 44. ; Ganerød, M., D. M. Chew, M. A. Smethurst, V. R. Troll, F. Corfu, F. Meade, and T. Prestvik. 2011. Geochronology of the Tardee Rhyolite Complex, Northern Ireland: Implications for Zircon Fission Track Studies, the North Atlantic Igneous Province and the Fish Canyon Sandine Standard. Chemical Geology.""",,,,,,,,,,,,,,,,,,,
Eurasia,Carpathian Mountains,Carpathian Mountains,Ukraine,Zakarpats'ka,G-UKR001,Beregovo,Beregovo,,,,,Inactive,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,48.191,22.695,LOCATION ONLY,,,,Obsidian,"""Source has not been verified (Williams and Nandris 1977).""",,"""Literature suggests an alternate name for this source includes Berehove (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Williams, Olwen, and John Nandris. 1997. The Hungarian and Slovak Sources of Archaeological Obsidian: an Interim Report on Further Fieldwork, with a Note on Tektites. Journal of Archaeological Science 4:207-219.""",,,,,,,,,,,,,,,,,,,
Eurasia,Carpathian Mountains,Carpathian Mountains,Ukraine,Zakarpats'ka,G-UKR002,Gertsovtse-Fedeleshovtse,Gertsovtse-Fedeleshovtse,,,,,Inactive,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,48.329,22.875,LOCATION ONLY,,,,Obsidian,"""Source has not been verified. The glass ranges from pink to black, and may contain spherulites (Williams and Nandris 1977).""",,"""Literature suggests an alternate name for this source includes Kakarpaty (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Williams, Olwen, and John Nandris. 1997. The Hungarian and Slovak Sources of Archaeological Obsidian: an Interim Report on Further Fieldwork, with a Note on Tektites. Journal of Archaeological Science 4:207-219.""",,,,,,,,,,,,,,,,,,,
Eurasia,Carpathian Mountains,Carpathian Mountains,Ukraine,Zakarpats'ka,G-UKR003,Khust,Khust,,,,,Inactive,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,48.164,23.329,LOCATION ONLY,,,,Obsidian,"""Source has not been verified (Williams and Nandris 1977).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Williams, Olwen, and John Nandris. 1997. The Hungarian and Slovak Sources of Archaeological Obsidian: an Interim Report on Further Fieldwork, with a Note on Tektites. Journal of Archaeological Science 4:207-219.""",,,,,,,,,,,,,,,,,,,
Eurasia,Carpathian Mountains,Carpathian Mountains,Ukraine,Zakarpats'ka,G-UKR004,Mukacevo,Mukacevo,,,,,Inactive,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,48.401,22.751,LOCATION ONLY,,,,Obsidian,"""Source has not been verified (Williams and Nandris 1977).""",,"""Literature suggests alternate names for this source include Mukachevo and Munkács (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Williams, Olwen, and John Nandris. 1997. The Hungarian and Slovak Sources of Archaeological Obsidian: an Interim Report on Further Fieldwork, with a Note on Tektites. Journal of Archaeological Science 4:207-219.""",,,,,,,,,,,,,,,,,,,
Eurasia,African Rift,African Rift,Yemen,Dhamar,G-YEM001,Al-Gharga,Al-Gharga,,30,30,Stratovolcano,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,14.538,44.521,Location is Questionable,Dhamar,,High,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Eurasia,African Rift,African Rift,Yemen,Dhamar,G-YEM002,Hayd al Halal,Hayd al Halal 1 and 2,,30,30,Stratovolcano,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,14.563,44.708,,Dhamar,,High,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Eurasia,African Rift,African Rift,Yemen,Dhamar,G-YEM005,Jirab al Souf,Jirab al Souf,,30,30,Pyroclastic Cone,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,14.571,44.303,,Dhamar,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Eurasia,African Rift,African Rift,Yemen,Dhamar,G-YEM006,Lisi,Lisi,,0,0,Pyroclastic Cone,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,14.538,44.521,Location is Questionable,Dhamar,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Jebel Lisi (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Eurasia,African Rift,African Rift,Yemen,Dhamar,G-YEM008,Isbil,Isbil 1 and 2,,0,0,Pyroclastic Cone,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,14.538,44.521,Location is Questionable,Dhamar,,High,Obsidian,,,"""Literature suggests an alternate name for this source includes Jebel Isbil (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
Eurasia,African Rift,African Rift,Yemen,Dhamar,G-YEM010,Yafa' Ridge,Yafa' Ridge 1-3,,33.9-23,28.45,Stratovolcano,Active,Divergent,Continental,Extensional Zone in Cratonic Continental Interior,14.648,44.364,,Dhamar,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Khalidi, Lamya, Clive Oppenheimer, Bernard Gratuze, Sophie Boucetta, Ali Sanabani, and Ahmed Al-Mosabi. 2010. Obsidian Sources in Highland Yemen and their Relevance to Archaeological Research in the Red Sea Region. Journal of Archaeological Science 37:2332-2345.""",,,,,,,,,,,,,,,,,,,
North America,Atlantic,Atlantic,Bermuda,Bermuda,G-BER001,Whale Bone Bay,Whale Bone Bay,,,,,Hotspot,Intraplate,Oceanic,Extensional Zone in Oceanic Basin,32.364,-64.713,LOCATION ONLY,,,,Obsidian,,,,,,,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,Canada,British Columbia,G-CAN001,Anahim,Anahim,0.34,14.5-0.007,0.34,Pyroclastic Cone,Active,Convergent,Continental,Active Continental Margin,52.758,-125.626,,Anahim Volcanic Belt,,,Obsidian,,,"""Literature suggests alternate names for this source include Anahim Park, Anahim Peak, Obsidian Creek, Rainbow Mountain, Souther 2, and Souther 7 (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Reimer, Rudy. 2015. Reassessing the Role of Mount Ediza Obsidian in Northwestern North America. Journal of Archaeological Science: Reports 2:418-426. ; Madsen, J. K., D. J. Thorkelson, R. M. Friedman, and D. D. Marshall. 2006. Cenozoic to Recent Plate Configurations in the Pacific Basin: Ridge Subduction and Slab Window Magmatism in Western North America. Geosphere 2(1):11-34. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,Canada,British Columbia,G-CAN002,Arrowstone Hill,Arrowstone Hill,,,,,Active,Convergent,Continental,Active Continental Margin,50.891,-121.314,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Remier, Rudy, Tyrone Hamilton. 2015. Implications Between Technological Organization and Portable X-Ray Fluorescence Analysis on Lithic Material Use at Two Rockshelter Sites on the Southern Northwest Coast: Toolstone Geography of the Pacific Northwest. Terry L. Ozbun and Ron L. Adams (editors). Archaeology Press, Simon Fraser University.""",,,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,Canada,British Columbia,G-CAN003,Brandywine Creek,Brandywine Creek,,0.22,0.22,Dome,Active,Convergent,Continental,Active Continental Margin,49.898,-123.157,,Garibaldi,Garibaldi Volcanic Belt,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Remier, Rudy, Tyrone Hamilton. 2015. Implications Between Technological Organization and Portable X-Ray Fluorescence Analysis on Lithic Material Use at Two Rockshelter Sites on the Southern Northwest Coast: Toolstone Geography of the Pacific Northwest. Terry L. Ozbun and Ron L. Adams (editors). Archaeology Press, Simon Fraser University. ; Madsen, J. K., D. J. Thorkelson, R. M. Friedman, and D. D. Marshall. 2006. Cenozoic to Recent Plate Configurations in the Pacific Basin: Ridge Subduction and Slab Window Magmatism in Western North America. Geosphere 2(1):11-34. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",,,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,Canada,British Columbia,G-CAN004,Central British Columbia Interior A,Central British Columbia Interior A,,,,,Active,Convergent,Continental,Active Continental Margin,,,,,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR.""",,,,,,,,,,,,,,,,,,,
